vehicle_id,timestamp_s,position_x,position_y,speed_kmh,heading_deg
vehicle_000,0.0,141.3636742619909,622.6281453670355,78.419300731867,0.0
vehicle_000,0.1,143.45369789699458,622.641290691314,75.24233905437887,0.36036036036036034
vehicle_000,0.2,145.06578924321508,622.6615701766693,58.03988022770712,0.7207207207207207
vehicle_000,0.30000000000000004,146.63779676102814,622.6912350020723,56.60234605343976,1.0810810810810811
vehicle_000,0.4,148.6381665471969,622.7415707233123,72.03610764234517,1.4414414414414414
vehicle_000,0.5,150.53668067083242,622.8012936955549,68.38031758868864,1.8018018018018016
vehicle_000,0.6000000000000001,152.60143011457572,622.8792478404599,74.3839376474069,2.1621621621621623
vehicle_000,0.7000000000000001,153.9843390409634,622.9401716044677,49.83300963818897,2.5225225225225225
vehicle_000,0.8,155.3090944927346,623.0068840401912,47.75162942431097,2.8828828828828827
vehicle_000,0.9,157.02202642517437,623.1039487122209,61.76447468426882,3.243243243243243
vehicle_000,1.0,159.01370070152058,623.2293799987783,71.84232222162458,3.603603603603603
vehicle_000,1.1,160.48833323328017,623.331564389878,53.21407378266207,3.963963963963964
vehicle_000,1.2000000000000002,161.8622130814523,623.4354535172157,49.600877706328944,4.324324324324325
vehicle_000,1.3,163.4294535660644,623.5638823900141,56.60977635285481,4.684684684684685
vehicle_000,1.4000000000000001,165.41532757237908,623.7391971746816,71.76950865174149,5.045045045045045
vehicle_000,1.5,166.98864796658134,623.8880694973171,56.892530621448714,5.405405405405405
vehicle_000,1.6,168.65511700419282,624.0563373212234,60.29793790494319,5.7657657657657655
vehicle_000,1.7000000000000002,170.53592272334072,624.2582049284645,68.09788665227703,6.126126126126126
vehicle_000,1.8,172.3425296454765,624.4636101695517,65.45686953934532,6.486486486486486
vehicle_000,1.9000000000000001,174.18128647792756,624.6843935991543,66.67071716374134,6.846846846846846
vehicle_000,2.0,176.07999109942077,624.9244984264222,68.89773232707371,7.207207207207206
vehicle_000,2.1,177.8790384979694,625.1635061921572,65.3347560306208,7.5675675675675675
vehicle_000,2.2,179.64559758430153,625.409514243059,64.20982208921019,7.927927927927928
vehicle_000,2.3000000000000003,181.392341695064,625.6639720143996,63.546513788399785,8.288288288288287
vehicle_000,2.4000000000000004,182.98635659275718,625.9064286814743,58.044557655320425,8.64864864864865
vehicle_000,2.5,184.86160540931184,626.2037411782424,68.35216812042196,9.00900900900901
vehicle_000,2.6,186.2470947304368,626.4323465255712,50.55201300301717,9.36936936936937
vehicle_000,2.7,187.55924927538695,626.6573380178528,47.92694915156264,9.72972972972973
vehicle_000,2.8000000000000003,189.35312896795367,626.9765565541331,65.59418155293567,10.09009009009009
vehicle_000,2.9000000000000004,191.07667270092819,627.2944550243859,63.09417182416111,10.45045045045045
vehicle_000,3.0,192.93457081363206,627.6492313697936,68.09285235305218,10.81081081081081
