timestamp_s,bandwidth_mbps
0.0,60.06294699622653
0.1,27.55656166350483
0.2,76.26066096470383
0.30000000000000004,49.7115086648465
0.4,34.81406732527172
0.5,17.260338304393137
0.6000000000000001,10.0
0.7000000000000001,20.585151517399037
0.8,37.34392638733814
0.9,44.1028067017636
1.0,47.0006376194627
1.1,29.984070850804663
1.2000000000000002,41.62646365221566
1.3,40.17720024317236
1.4000000000000001,75.55571511105352
1.5,61.655486293198756
1.6,11.31724538977397
1.7000000000000002,47.03838641020309
1.8,39.22899820348354
1.9000000000000001,37.834047903776494
2.0,39.280440088689524
2.1,42.25638814566613
2.2,20.887659155186487
2.3000000000000003,11.009560939376199
2.4000000000000004,22.559054451688084
2.5,45.29087467148116
2.6,39.67493574216735
2.7,80.0
2.8000000000000003,44.197815439734995
2.9000000000000004,80.0
3.0,77.08041560114212
3.1,19.602493005949814
3.2,21.735066719619695
3.3000000000000003,80.0
3.4000000000000004,35.5597754831323
3.5,15.415698667269055
3.6,26.597592193222464
3.7,49.675792685656816
3.8000000000000003,36.41590678691761
3.9000000000000004,48.866441193314884
4.0,41.249729671245504
4.1000000000000005,14.17594668136756
4.2,14.430924877969733
4.3,80.0
4.4,33.66556859380941
4.5,39.03411050749107
4.6000000000000005,21.29106558899158
4.7,38.43199118461264
4.800000000000001,25.078046383308774
4.9,18.350614674655148
5.0,32.81816901088016
5.1000000000000005,10.0
5.2,37.06374316495223
5.300000000000001,40.46360325940391
5.4,29.796350353375786
5.5,38.19060031817158
5.6000000000000005,29.7277061382443
5.7,31.47192312749889
5.800000000000001,46.58005850196946
5.9,14.383590967664576
6.0,39.72360647278649
6.1000000000000005,34.73285713788092
6.2,42.21232531145335
6.300000000000001,31.204205091823024
6.4,40.198555327047764
6.5,56.34783901072219
6.6000000000000005,22.006509548214225
6.7,33.99559527092378
6.800000000000001,39.93681368905295
6.9,30.367437818391156
7.0,44.176883697891306
7.1000000000000005,31.057100864710602
7.2,20.211415122203007
7.300000000000001,19.67792028369006
7.4,38.11240849781161
7.5,37.06323767964535
7.6000000000000005,32.5489891419114
7.7,36.86152156125082
7.800000000000001,12.637588630125387
7.9,15.139194009119437
8.0,11.070093127799543
8.1,23.533475342593288
8.200000000000001,58.06417185332408
8.3,70.54884173677083
8.4,22.048072013820885
8.5,80.0
8.6,24.00313785630692
8.700000000000001,43.69905388886345
8.8,30.38803844477349
8.9,28.224317902086057
9.0,35.47053906693361
9.1,28.08611780777886
9.200000000000001,65.24719079744645
9.3,12.807280077449468
9.4,80.0
9.5,34.888498628800484
9.600000000000001,34.96872972682906
9.700000000000001,34.13439590505618
9.8,60.7525016058482
9.9,13.247209823728634
10.0,27.996978800270043
10.100000000000001,24.566482528691942
10.200000000000001,80.0
10.3,59.170343860175805
10.4,14.995635653678496
10.5,80.0
10.600000000000001,14.490385262037634
10.700000000000001,24.865874600682965
10.8,10.0
10.9,44.5733741110762
11.0,21.214269039039124
11.100000000000001,18.070471194701952
11.200000000000001,28.074210309921593
11.3,32.753333966886245
11.4,56.00903712524912
11.5,13.738792515228068
11.600000000000001,15.180861576001442
11.700000000000001,53.15769281201569
11.8,28.751200614331868
11.9,24.36706626882026
12.0,25.510051093181048
12.100000000000001,80.0
12.200000000000001,27.80696849401204
12.3,57.75160562198969
12.4,26.85092120276719
12.5,20.355336501201087
12.600000000000001,59.198286620068444
12.700000000000001,44.001694201550976
12.8,39.640659310372335
12.9,11.672869152426376
13.0,74.65558098654957
13.100000000000001,19.795679621548164
13.200000000000001,32.836736398685744
13.3,10.0
13.4,19.12851137164155
13.5,39.18396879760728
13.600000000000001,20.900473274369666
13.700000000000001,10.0
13.8,80.0
13.9,12.959105871149525
14.0,24.586722760395492
